xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,cadence,cadence_type
17,17,147.0,2.0,73.5,1.0,3528,48,69,1,n220-1,,,,,,0
17,17,149.0,0.5,74.5,0.25,3576,12,78,1,n222-1,,,,,,0
17,17,149.0,1.0,74.5,0.5,3576,24,50,5,n231-1,IV,0.5,6/8,,,0
17,17,149.0,1.0,74.5,0.5,3576,24,62,5,n232-1,,,,,,0
17,17,149.5,0.25,74.75,0.125,3588,6,80,1,n223-1,,,,,,0
17,17,149.75,0.25,74.875,0.125,3594,6,81,1,n224-1,,,,,,0
18,18,150.0,2.0,75.0,1.0,3600,48,52,5,n240-1,V(64),1.0,6/8,,,0
18,18,150.0,2.0,75.0,1.0,3600,48,69,1,n233-1,,,,,,0
18,18,150.0,2.0,75.0,1.0,3600,48,61,5,n241-1,,,,,,0
18,18,152.0,1.0,76.0,0.5,3648,24,62,5,n243-1,,,,,,0
18,18,152.0,1.0,76.0,0.5,3648,24,68,2,n238-1,,,,,,0
18,18,152.0,1.0,76.0,0.5,3648,24,52,5,n242-1,V7,0.5,6/8,,,0
18,18,152.0,0.5,76.0,0.25,3648,12,73,1,n234-1,,,,,,0
18,18,152.5,0.5,76.25,0.25,3660,12,71,1,n235-1,,,,,,0
18,18,153.0,2.0,76.5,1.0,3672,48,61,5,n245-1,,,,,,0
18,18,153.0,2.0,76.5,1.0,3672,48,69,1,n236-1,,,,,,0
18,18,153.0,2.0,76.5,1.0,3672,48,57,5,n244-1,I|PAC},3.0,6/8,,PAC,1
9,9,156.0,1.5,78.0,0.75,3744,36,76,1,n108-2,,,,,,0
9,9,156.0,1.0,78.0,0.5,3744,24,57,5,n113-2,{,0.0,6/8,,,0
9,9,157.0,1.0,78.5,0.5,3768,24,61,5,n114-2,,,,,,0
9,9,157.5,0.5,78.75,0.25,3780,12,78,1,n109-2,,,,,,0
9,9,158.0,1.0,79.0,0.5,3792,24,76,1,n110-2,,,,,,0
9,9,158.0,1.0,79.0,0.5,3792,24,64,5,n115-2,,,,,,0
9,9,159.0,1.0,79.5,0.5,3816,24,57,5,n116-2,IV64,3.0,6/8,,,0
9,9,159.0,2.0,79.5,1.0,3816,48,78,1,n111-2,,,,,,0
9,9,160.0,1.0,80.0,0.5,3840,24,62,5,n117-2,,,,,,0
9,9,161.0,1.0,80.5,0.5,3864,24,78,1,n112-2,,,,,,0
9,9,161.0,1.0,80.5,0.5,3864,24,66,5,n118-2,,,,,,0
10,10,162.0,0.0,81.0,0.0,3888,0,78,1,n119-2,,,,,,0
10,10,162.0,0.0,81.0,0.0,3888,0,80,1,n120-2,,,,,,0
10,10,162.0,1.0,81.0,0.5,3888,24,57,5,n127-2,,,,,,0
10,10,162.0,1.5,81.0,0.75,3888,36,81,1,n121-2,,,,,,0
10,10,163.0,1.0,81.5,0.5,3912,24,62,5,n128-2,,,,,,0
10,10,163.5,0.5,81.75,0.25,3924,12,80,1,n122-2,,,,,,0
10,10,164.0,1.0,82.0,0.5,3936,24,78,1,n123-2,,,,,,0
10,10,164.0,1.0,82.0,0.5,3936,24,66,5,n129-2,,,,,,0
10,10,165.0,1.0,82.5,0.5,3960,24,78,1,n124-2,,,,,,0
10,10,165.0,1.0,82.5,0.5,3960,24,57,5,n130-2,I,3.0,6/8,,,0
10,10,166.0,1.0,83.0,0.5,3984,24,76,1,n125-2,,,,,,0
10,10,166.0,1.0,83.0,0.5,3984,24,61,5,n131-2,,,,,,0
10,10,167.0,1.0,83.5,0.5,4008,24,76,1,n126-2,,,,,,0
10,10,167.0,1.0,83.5,0.5,4008,24,64,5,n132-2,,,,,,0
11,11,168.0,1.0,84.0,0.5,4032,24,76,1,n133-2,,,,,,0
11,11,168.0,2.0,84.0,1.0,4032,48,61,5,n140-2,,,,,,0
11,11,168.0,2.0,84.0,1.0,4032,48,57,5,n139-2,,,,,,0
11,11,169.0,1.0,84.5,0.5,4056,24,73,1,n134-2,,,,,,0
11,11,170.0,1.0,85.0,0.5,4080,24,69,1,n135-2,,,,,,0
11,11,171.0,2.0,85.5,1.0,4104,48,56,5,n142-2,V65,1.5,6/8,,,0
11,11,171.0,2.0,85.5,1.0,4104,48,62,5,n143-2,,,,,,0
11,11,171.0,1.0,85.5,0.5,4104,24,76,1,n136-2,,,,,,0
11,11,172.0,1.0,86.0,0.5,4128,24,74,1,n137-2,,,,,,0
11,11,173.0,1.0,86.5,0.5,4152,24,71,1,n138-2,,,,,,0
12,12,174.0,2.0,87.0,1.0,4176,48,57,5,n152-2,I,1.0,6/8,,,0
12,12,174.0,2.0,87.0,1.0,4176,48,61,5,n153-2,,,,,,0
12,12,174.0,1.0,87.0,0.5,4176,24,76,1,n145-2,,,,,,0
12,12,175.0,1.0,87.5,0.5,4200,24,73,1,n146-2,,,,,,0
12,12,176.0,1.0,88.0,0.5,4224,24,54,5,n154-2,viio6/V,0.5,6/8,,,0
12,12,176.0,1.0,88.0,0.5,4224,24,63,5,n155-2,,,,,,0
12,12,176.0,1.0,88.0,0.5,4224,24,69,1,n147-2,,,,,,0
12,12,177.0,3.0,88.5,1.5,4248,72,52,5,n156-2,V(64)},1.0,6/8,,,0
12,12,177.0,3.0,88.5,1.5,4248,72,64,5,n157-2,,,,,,0
12,12,177.0,2.0,88.5,1.0,4248,48,69,1,n148-2,,,,,,0
12,12,177.0,2.0,88.5,1.0,4248,48,73,1,n149-2,,,,,,0
12,12,179.0,1.0,89.5,0.5,4296,24,71,1,n151-2,,,,,,0
12,12,179.0,1.0,89.5,0.5,4296,24,68,1,n150-2,V|HC,0.5,6/8,,HC,2
13,13,180.0,2.0,90.0,1.0,4320,48,64,5,n163-2,,,,,,0
13,13,180.0,1.5,90.0,0.75,4320,36,73,1,n158-2,,,,,,0
13,13,180.0,1.5,90.0,0.75,4320,36,57,6,n167-2,I{,1.5,6/8,,,0
13,13,181.5,0.5,90.75,0.25,4356,12,59,6,n168-2,,,,,,0
13,13,181.5,0.5,90.75,0.25,4356,12,74,1,n159-2,,,,,,0
13,13,182.0,1.0,91.0,0.5,4368,24,64,5,n164-2,,,,,,0
13,13,182.0,1.0,91.0,0.5,4368,24,73,1,n160-2,,,,,,0
13,13,182.0,1.0,91.0,0.5,4368,24,57,6,n169-2,,,,,,0
13,13,183.0,2.0,91.5,1.0,4392,48,61,6,n170-2,I6,1.5,6/8,,,0
13,13,183.0,2.0,91.5,1.0,4392,48,64,5,n165-2,,,,,,0
13,13,183.0,2.0,91.5,1.0,4392,48,76,1,n161-2,,,,,,0
13,13,185.0,1.0,92.5,0.5,4440,24,61,6,n171-2,,,,,,0
13,13,185.0,1.0,92.5,0.5,4440,24,76,1,n162-2,,,,,,0
13,13,185.0,1.0,92.5,0.5,4440,24,64,5,n166-2,,,,,,0
14,14,186.0,1.5,93.0,0.75,4464,36,56,6,n181-2,V6,1.5,6/8,,,0
14,14,186.0,2.0,93.0,1.0,4464,48,64,5,n177-2,,,,,,0
14,14,186.0,1.5,93.0,0.75,4464,36,71,1,n172-2,,,,,,0
14,14,187.5,0.5,93.75,0.25,4500,12,57,6,n182-2,,,,,,0
14,14,187.5,0.5,93.75,0.25,4500,12,73,1,n173-2,,,,,,0
14,14,188.0,1.0,94.0,0.5,4512,24,56,6,n183-2,,,,,,0
14,14,188.0,1.0,94.0,0.5,4512,24,64,5,n178-2,,,,,,0
14,14,188.0,1.0,94.0,0.5,4512,24,71,1,n174-2,,,,,,0
14,14,189.0,2.0,94.5,1.0,4536,48,59,6,n184-2,V43,1.5,6/8,,,0
14,14,189.0,2.0,94.5,1.0,4536,48,64,5,n179-2,,,,,,0
14,14,189.0,2.0,94.5,1.0,4536,48,74,1,n175-2,,,,,,0
14,14,191.0,1.0,95.5,0.5,4584,24,74,1,n176-2,,,,,,0
14,14,191.0,1.0,95.5,0.5,4584,24,64,5,n180-2,,,,,,0
14,14,191.0,1.0,95.5,0.5,4584,24,59,6,n185-2,,,,,,0
15,15,192.0,2.0,96.0,1.0,4608,48,69,1,n186-2,,,,,,0
15,15,192.0,2.0,96.0,1.0,4608,48,54,6,n196-2,vi7,1.0,6/8,,,0
15,15,192.0,2.0,96.0,1.0,4608,48,64,5,n192-2,,,,,,0
15,15,194.0,1.0,97.0,0.5,4656,24,56,6,n197-2,V6,0.5,6/8,,,0
15,15,194.0,1.0,97.0,0.5,4656,24,71,1,n187-2,,,,,,0
15,15,194.0,1.0,97.0,0.5,4656,24,64,5,n193-2,,,,,,0
15,15,195.0,2.0,97.5,1.0,4680,48,57,6,n198-2,I,1.0,6/8,,,0
15,15,195.0,2.0,97.5,1.0,4680,48,64,5,n194-2,,,,,,0
15,15,195.0,2.0,97.5,1.0,4680,48,73,1,n188-2,,,,,,0
15,15,197.0,1.0,98.5,0.5,4728,24,50,5,n195-2,ii6,0.5,6/8,,,0
15,15,197.0,1.0,98.5,0.5,4728,24,66,1,n189-2,,,,,,0
15,15,197.0,1.0,98.5,0.5,4728,24,71,1,n190-2,,,,,,0
15,15,197.0,1.0,98.5,0.5,4728,24,74,1,n191-2,,,,,,0
16,16,198.0,2.0,99.0,1.0,4752,48,64,1,n199-2,,,,,,0
16,16,198.0,2.0,99.0,1.0,4752,48,69,1,n200-2,,,,,,0
16,16,198.0,2.0,99.0,1.0,4752,48,73,1,n201-2,,,,,,0
16,16,198.0,2.0,99.0,1.0,4752,48,52,5,n210-2,V(64),1.0,6/8,,,0
16,16,200.0,1.0,100.0,0.5,4800,24,64,1,n202-2,,,,,,0
16,16,200.0,1.0,100.0,0.5,4800,24,40,5,n211-2,V,0.5,6/8,,,0
16,16,200.0,1.0,100.0,0.5,4800,24,71,1,n204-2,,,,,,0
16,16,200.0,1.0,100.0,0.5,4800,24,68,1,n203-2,,,,,,0
16,16,201.0,2.0,100.5,1.0,4824,48,71,1,n206-2,,,,,,0
16,16,201.0,2.0,100.5,1.0,4824,48,68,1,n205-2,,,,,,0
16,16,201.0,3.0,100.5,1.5,4824,72,64,2,n209-2,,,,,,0
16,16,201.0,3.0,100.5,1.5,4824,72,45,5,n212-2,I(97)},1.0,6/8,,,0
16,16,203.0,1.0,101.5,0.5,4872,24,69,1,n207-2,I|IAC,1.5,6/8,,IAC,1
16,16,203.0,1.0,101.5,0.5,4872,24,73,1,n208-2,,,,,,0
17,17,204.0,2.0,102.0,1.0,4896,48,45,5,n225-2,{,0.0,6/8,,,0
17,17,204.0,2.0,102.0,1.0,4896,48,57,5,n226-2,,,,,,0
17,17,204.0,2.0,102.0,1.0,4896,48,64,1,n213-2,,,,,,0
17,17,204.0,2.0,102.0,1.0,4896,48,69,1,n214-2,,,,,,0
17,17,204.0,2.0,102.0,1.0,4896,48,73,1,n215-2,,,,,,0
17,17,206.0,1.0,103.0,0.5,4944,24,47,5,n227-2,V43,0.5,6/8,,,0
17,17,206.0,1.0,103.0,0.5,4944,24,59,5,n228-2,,,,,,0
17,17,206.0,1.0,103.0,0.5,4944,24,64,1,n216-2,,,,,,0
17,17,206.0,1.0,103.0,0.5,4944,24,68,1,n217-2,,,,,,0
17,17,206.0,1.0,103.0,0.5,4944,24,74,1,n218-2,,,,,,0
17,17,207.0,2.0,103.5,1.0,4968,48,76,1,n221-2,,,,,,0
17,17,207.0,2.0,103.5,1.0,4968,48,69,1,n220-2,,,,,,0
17,17,207.0,2.0,103.5,1.0,4968,48,49,5,n229-2,I6,1.0,6/8,,,0
17,17,207.0,2.0,103.5,1.0,4968,48,64,1,n219-2,,,,,,0
17,17,207.0,2.0,103.5,1.0,4968,48,61,5,n230-2,,,,,,0
17,17,209.0,1.0,104.5,0.5,5016,24,62,5,n232-2,,,,,,0
17,17,209.0,1.0,104.5,0.5,5016,24,50,5,n231-2,IV,0.5,6/8,,,0
17,17,209.0,0.5,104.5,0.25,5016,12,78,1,n222-2,,,,,,0
17,17,209.5,0.25,104.75,0.125,5028,6,80,1,n223-2,,,,,,0
17,17,209.75,0.25,104.875,0.125,5034,6,81,1,n224-2,,,,,,0
18,18,210.0,2.0,105.0,1.0,5040,48,69,1,n233-2,,,,,,0
18,18,210.0,2.0,105.0,1.0,5040,48,61,5,n241-2,,,,,,0
18,18,210.0,2.0,105.0,1.0,5040,48,52,5,n240-2,V(64),1.0,6/8,,,0
18,18,212.0,1.0,106.0,0.5,5088,24,68,2,n238-2,,,,,,0
18,18,212.0,0.5,106.0,0.25,5088,12,73,1,n234-2,,,,,,0
18,18,212.0,1.0,106.0,0.5,5088,24,62,5,n243-2,,,,,,0
18,18,212.0,1.0,106.0,0.5,5088,24,52,5,n242-2,V7,0.5,6/8,,,0
18,18,212.5,0.5,106.25,0.25,5100,12,71,1,n235-2,,,,,,0
18,18,213.0,2.0,106.5,1.0,5112,48,69,1,n236-2,,,,,,0
18,18,213.0,2.0,106.5,1.0,5112,48,57,5,n244-2,I|PAC},3.0,6/8,,PAC,1
18,18,213.0,2.0,106.5,1.0,5112,48,61,5,n245-2,,,,,,0
19,19,216.0,0.5,108.0,0.25,5184,12,72,1,n247-1,{,0.0,6/8,,,0
19,19,216.5,0.5,108.25,0.25,5196,12,73,1,n248-1,,,,,,0
19,19,217.0,1.0,108.5,0.5,5208,24,64,5,n261-1,,,,,,0
19,19,217.0,1.0,108.5,0.5,5208,24,57,5,n260-1,,,,,,0
19,19,217.5,0.5,108.75,0.25,5220,12,73,1,n250-1,,,,,,0
19,19,218.0,0.5,109.0,0.25,5232,12,72,1,n251-1,,,,,,0
19,19,218.5,0.5,109.25,0.25,5244,12,73,1,n252-1,,,,,,0
19,19,219.0,0.5,109.5,0.25,5256,12,75,1,n253-1,I6,1.5,6/8,,,0
19,19,219.5,0.5,109.75,0.25,5268,12,76,1,n254-1,,,,,,0
19,19,220.0,1.0,110.0,0.5,5280,24,64,5,n265-1,,,,,,0
19,19,220.0,1.0,110.0,0.5,5280,24,61,5,n264-1,,,,,,0
19,19,220.5,0.5,110.25,0.25,5292,12,76,1,n256-1,,,,,,0
19,19,221.0,0.5,110.5,0.25,5304,12,78,1,n257-1,,,,,,0
19,19,221.5,0.5,110.75,0.25,5316,12,76,1,n258-1,,,,,,0
20,20,222.0,0.5,111.0,0.25,5328,12,76,1,n267-1,V6,1.5,6/8,,,0
20,20,222.5,0.5,111.25,0.25,5340,12,71,1,n268-1,,,,,,0
20,20,223.0,1.0,111.5,0.5,5352,24,64,5,n281-1,,,,,,0
20,20,223.0,1.0,111.5,0.5,5352,24,56,5,n280-1,,,,,,0
20,20,223.5,0.5,111.75,0.25,5364,12,71,1,n270-1,,,,,,0
20,20,224.0,0.5,112.0,0.25,5376,12,70,1,n271-1,,,,,,0
20,20,224.5,0.5,112.25,0.25,5388,12,71,1,n272-1,,,,,,0
20,20,225.0,0.5,112.5,0.25,5400,12,73,1,n273-1,V43,1.5,6/8,,,0
20,20,225.5,0.5,112.75,0.25,5412,12,74,1,n274-1,,,,,,0
20,20,226.0,1.0,113.0,0.5,5424,24,64,5,n285-1,,,,,,0
20,20,226.0,1.0,113.0,0.5,5424,24,59,5,n284-1,,,,,,0
20,20,226.5,0.5,113.25,0.25,5436,12,74,1,n276-1,,,,,,0
20,20,227.0,0.5,113.5,0.25,5448,12,76,1,n277-1,,,,,,0
20,20,227.5,0.5,113.75,0.25,5460,12,74,1,n278-1,,,,,,0
21,21,228.0,0.5,114.0,0.25,5472,12,74,1,n287-1,vi7,1.5,6/8,,,0
21,21,228.5,0.5,114.25,0.25,5484,12,69,1,n288-1,,,,,,0
21,21,229.0,1.0,114.5,0.5,5496,24,64,5,n301-1,,,,,,0
21,21,229.0,1.0,114.5,0.5,5496,24,54,5,n300-1,,,,,,0
21,21,229.5,0.5,114.75,0.25,5508,12,69,1,n290-1,,,,,,0
21,21,230.0,0.5,115.0,0.25,5520,12,68,1,n291-1,,,,,,0
21,21,230.5,0.5,115.25,0.25,5532,12,69,1,n292-1,,,,,,0
21,21,231.0,0.5,115.5,0.25,5544,12,70,1,n293-1,V6,1.5,6/8,,,0
21,21,231.5,0.5,115.75,0.25,5556,12,71,1,n294-1,,,,,,0
21,21,232.0,1.0,116.0,0.5,5568,24,64,5,n305-1,,,,,,0
21,21,232.0,1.0,116.0,0.5,5568,24,56,5,n304-1,,,,,,0
21,21,232.5,0.5,116.25,0.25,5580,12,71,1,n296-1,,,,,,0
21,21,233.0,0.5,116.5,0.25,5592,12,70,1,n297-1,,,,,,0
21,21,233.5,0.5,116.75,0.25,5604,12,71,1,n298-1,,,,,,0
22,22,234.0,0.5,117.0,0.25,5616,12,72,1,n307-1,,,,,,0
22,22,234.0,2.0,117.0,1.0,5616,48,57,5,n319-1,I,1.0,6/8,,,0
22,22,234.0,2.0,117.0,1.0,5616,48,64,5,n320-1,,,,,,0
22,22,234.5,0.5,117.25,0.25,5628,12,73,1,n308-1,,,,,,0
22,22,235.0,0.5,117.5,0.25,5640,12,72,1,n309-1,,,,,,0
22,22,235.5,0.5,117.75,0.25,5652,12,73,1,n310-1,,,,,,0
22,22,236.0,1.0,118.0,0.5,5664,24,50,5,n321-1,ii6,0.5,6/8,,,0
22,22,236.0,1.0,118.0,0.5,5664,24,54,5,n322-1,,,,,,0
22,22,236.0,0.5,118.0,0.25,5664,12,76,1,n311-1,,,,,,0
22,22,236.5,0.5,118.25,0.25,5676,12,74,1,n312-1,,,,,,0
22,22,237.0,0.5,118.5,0.25,5688,12,73,1,n313-1,,,,,,0
22,22,237.0,2.0,118.5,1.0,5688,48,52,5,n323-1,V|HC},1.5,6/8,,HC,2
22,22,237.0,2.0,118.5,1.0,5688,48,56,5,n324-1,,,,,,0
22,22,237.5,0.5,118.75,0.25,5700,12,71,1,n314-1,,,,,,0
22,22,238.0,0.5,119.0,0.25,5712,12,69,1,n315-1,,,,,,0
22,22,238.5,0.5,119.25,0.25,5724,12,68,1,n316-1,,,,,,0
22,22,239.0,0.5,119.5,0.25,5736,12,66,1,n317-1,,,,,,0
22,22,239.5,0.5,119.75,0.25,5748,12,64,1,n318-1,,,,,,0
23,23,240.0,2.0,120.0,1.0,5760,48,64,1,n326-1,,,,,,0
23,23,240.0,2.0,120.0,1.0,5760,48,69,1,n327-1,,,,,,0
23,23,240.0,2.0,120.0,1.0,5760,48,73,1,n328-1,,,,,,0
23,23,240.0,0.5,120.0,0.25,5760,12,45,5,n338-1,I{,3.0,6/8,,,0
23,23,240.5,0.5,120.25,0.25,5772,12,57,5,n339-1,,,,,,0
23,23,241.0,0.5,120.5,0.25,5784,12,57,5,n340-1,,,,,,0
23,23,241.5,0.5,120.75,0.25,5796,12,57,5,n341-1,,,,,,0
23,23,242.0,1.0,121.0,0.5,5808,24,71,1,n329-1,,,,,,0
23,23,242.0,1.0,121.0,0.5,5808,24,74,1,n330-1,,,,,,0
23,23,242.0,0.5,121.0,0.25,5808,12,57,5,n342-1,,,,,,0
23,23,242.5,0.5,121.25,0.25,5820,12,57,5,n343-1,,,,,,0
23,23,243.0,1.0,121.5,0.5,5832,24,72,1,n331-1,,,,,,0
23,23,243.0,1.0,121.5,0.5,5832,24,75,1,n332-1,,,,,,0
23,23,243.0,0.5,121.5,0.25,5832,12,45,5,n344-1,,,,,,0
23,23,243.5,0.5,121.75,0.25,5844,12,57,5,n345-1,,,,,,0
23,23,244.0,0.5,122.0,0.25,5856,12,57,5,n346-1,,,,,,0
23,23,244.0,1.0,122.0,0.5,5856,24,73,1,n333-1,,,,,,0
23,23,244.0,1.0,122.0,0.5,5856,24,76,1,n334-1,,,,,,0
23,23,244.5,0.5,122.25,0.25,5868,12,57,5,n347-1,,,,,,0
23,23,245.0,0.5,122.5,0.25,5880,12,57,5,n348-1,,,,,,0
23,23,245.5,0.5,122.75,0.25,5892,12,69,1,n337-1,,,,,,0
23,23,245.5,0.5,122.75,0.25,5892,12,57,5,n349-1,,,,,,0
23,23,245.5,0.5,122.75,0.25,5892,12,73,1,n336-1,,,,,,0
24,24,246.0,0.5,123.0,0.25,5904,12,40,5,n366-1,V,1.0,6/8,,,0
24,24,246.0,1.0,123.0,0.5,5904,24,64,1,n350-1,,,,,,0
24,24,246.0,1.0,123.0,0.5,5904,24,68,1,n351-1,,,,,,0
24,24,246.0,1.0,123.0,0.5,5904,24,71,1,n352-1,,,,,,0
24,24,246.5,0.5,123.25,0.25,5916,12,52,5,n367-1,,,,,,0
24,24,247.0,0.5,123.5,0.25,5928,12,52,5,n368-1,,,,,,0
24,24,247.0,1.0,123.5,0.5,5928,24,64,1,n353-1,,,,,,0
24,24,247.0,1.0,123.5,0.5,5928,24,68,1,n354-1,,,,,,0
24,24,247.0,1.0,123.5,0.5,5928,24,71,1,n355-1,,,,,,0
24,24,247.5,0.5,123.75,0.25,5940,12,52,5,n369-1,,,,,,0
24,24,248.0,1.0,124.0,0.5,5952,24,73,1,n358-1,,,,,,0
24,24,248.0,0.5,124.0,0.25,5952,12,52,5,n370-1,V(64),1.0,6/8,,,0
24,24,248.0,1.0,124.0,0.5,5952,24,69,1,n357-1,,,,,,0
24,24,248.0,1.0,124.0,0.5,5952,24,64,1,n356-1,,,,,,0
24,24,248.5,0.5,124.25,0.25,5964,12,52,5,n371-1,,,,,,0
24,24,249.0,0.5,124.5,0.25,5976,12,40,5,n372-1,,,,,,0
24,24,249.0,2.0,124.5,1.0,5976,48,64,2,n365-1,,,,,,0
24,24,249.0,1.0,124.5,0.5,5976,24,70,1,n359-1,,,,,,0
24,24,249.0,1.0,124.5,0.5,5976,24,73,1,n360-1,,,,,,0
24,24,249.5,0.5,124.75,0.25,5988,12,52,5,n373-1,,,,,,0
24,24,250.0,1.0,125.0,0.5,6000,24,74,1,n362-1,,,,,,0
24,24,250.0,1.0,125.0,0.5,6000,24,71,1,n361-1,,,,,,0
24,24,250.0,0.5,125.0,0.25,6000,12,52,5,n374-1,V7,1.0,6/8,,,0
24,24,250.5,0.5,125.25,0.25,6012,12,52,5,n375-1,,,,,,0
24,24,251.0,0.5,125.5,0.25,6024,12,52,5,n376-1,,,,,,0
24,24,251.5,0.5,125.75,0.25,6036,12,52,5,n377-1,,,,,,0
24,24,251.5,0.5,125.75,0.25,6036,12,68,1,n363-1,,,,,,0
24,24,251.5,0.5,125.75,0.25,6036,12,71,1,n364-1,,,,,,0
25,25,252.0,0.5,126.0,0.25,6048,12,42,5,n388-1,vi,1.0,6/8,,,0
25,25,252.0,1.0,126.0,0.5,6048,24,69,1,n378-1,,,,,,0
25,25,252.5,0.5,126.25,0.25,6060,12,54,5,n389-1,,,,,,0
25,25,253.0,0.5,126.5,0.25,6072,12,54,5,n390-1,,,,,,0
25,25,253.0,1.0,126.5,0.5,6072,24,69,1,n379-1,,,,,,0
25,25,253.5,0.5,126.75,0.25,6084,12,54,5,n391-1,,,,,,0
25,25,254.0,0.5,127.0,0.25,6096,12,71,1,n380-1,,,,,,0
25,25,254.0,0.5,127.0,0.25,6096,12,44,5,n392-1,V6,0.5,6/8,,,0
25,25,254.5,0.25,127.25,0.125,6108,6,69,1,n381-1,,,,,,0
25,25,254.5,0.5,127.25,0.25,6108,12,56,5,n393-1,,,,,,0
25,25,254.75,0.25,127.375,0.125,6114,6,71,1,n382-1,,,,,,0
25,25,255.0,0.5,127.5,0.25,6120,12,45,5,n394-1,I,1.0,6/8,,,0
25,25,255.0,1.0,127.5,0.5,6120,24,73,1,n383-1,,,,,,0
25,25,255.5,0.5,127.75,0.25,6132,12,57,5,n395-1,,,,,,0
25,25,256.0,0.5,128.0,0.25,6144,12,57,5,n396-1,,,,,,0
25,25,256.0,1.0,128.0,0.5,6144,24,73,1,n384-1,,,,,,0
25,25,256.5,0.5,128.25,0.25,6156,12,57,5,n397-1,,,,,,0
25,25,257.0,1.0,128.5,0.5,6168,24,66,1,n385-1,,,,,,0
25,25,257.0,1.0,128.5,0.5,6168,24,74,1,n387-1,,,,,,0
25,25,257.0,1.0,128.5,0.5,6168,24,71,1,n386-1,,,,,,0
25,25,257.0,0.5,128.5,0.25,6168,12,38,5,n398-1,ii6,0.5,6/8,,,0
25,25,257.5,0.5,128.75,0.25,6180,12,50,5,n399-1,,,,,,0
26,26,258.0,1.0,129.0,0.5,6192,24,73,1,n402-1,,,,,,0
26,26,258.0,1.0,129.0,0.5,6192,24,64,1,n400-1,,,,,,0
26,26,258.0,0.5,129.0,0.25,6192,12,40,5,n414-1,V(64),1.0,6/8,,,0
26,26,258.0,1.0,129.0,0.5,6192,24,69,1,n401-1,,,,,,0
26,26,258.5,0.5,129.25,0.25,6204,12,52,5,n415-1,,,,,,0
26,26,259.0,1.0,129.5,0.5,6216,24,73,1,n405-1,,,,,,0
26,26,259.0,1.0,129.5,0.5,6216,24,64,1,n403-1,,,,,,0
26,26,259.0,0.5,129.5,0.25,6216,12,52,5,n416-1,,,,,,0
26,26,259.0,1.0,129.5,0.5,6216,24,69,1,n404-1,,,,,,0
26,26,259.5,0.5,129.75,0.25,6228,12,52,5,n417-1,,,,,,0
26,26,260.0,0.5,130.0,0.25,6240,12,40,5,n418-1,V7,0.5,6/8,,,0
26,26,260.0,1.0,130.0,0.5,6240,24,64,1,n406-1,,,,,,0
26,26,260.0,1.0,130.0,0.5,6240,24,68,1,n407-1,,,,,,0
26,26,260.0,1.0,130.0,0.5,6240,24,71,1,n408-1,,,,,,0
26,26,260.5,0.5,130.25,0.25,6252,12,52,5,n419-1,,,,,,0
26,26,261.0,1.0,130.5,0.5,6264,24,33,5,n420-1,I|PAC},3.0,6/8,,PAC,1
26,26,261.0,1.0,130.5,0.5,6264,24,69,1,n411-1,,,,,,0
26,26,261.0,1.0,130.5,0.5,6264,24,61,1,n409-1,,,,,,0
26,26,261.0,1.0,130.5,0.5,6264,24,64,1,n410-1,,,,,,0
26,26,262.0,1.0,131.0,0.5,6288,24,45,5,n421-1,,,,,,0
19,19,264.0,0.5,132.0,0.25,6336,12,72,1,n247-2,{,0.0,6/8,,,0
19,19,264.5,0.5,132.25,0.25,6348,12,73,1,n248-2,,,,,,0
19,19,265.0,1.0,132.5,0.5,6360,24,57,5,n260-2,,,,,,0
19,19,265.0,1.0,132.5,0.5,6360,24,64,5,n261-2,,,,,,0
19,19,265.5,0.5,132.75,0.25,6372,12,73,1,n250-2,,,,,,0
19,19,266.0,0.5,133.0,0.25,6384,12,72,1,n251-2,,,,,,0
19,19,266.5,0.5,133.25,0.25,6396,12,73,1,n252-2,,,,,,0
19,19,267.0,0.5,133.5,0.25,6408,12,75,1,n253-2,I6,1.5,6/8,,,0
19,19,267.5,0.5,133.75,0.25,6420,12,76,1,n254-2,,,,,,0
19,19,268.0,1.0,134.0,0.5,6432,24,61,5,n264-2,,,,,,0
19,19,268.0,1.0,134.0,0.5,6432,24,64,5,n265-2,,,,,,0
19,19,268.5,0.5,134.25,0.25,6444,12,76,1,n256-2,,,,,,0
19,19,269.0,0.5,134.5,0.25,6456,12,78,1,n257-2,,,,,,0
19,19,269.5,0.5,134.75,0.25,6468,12,76,1,n258-2,,,,,,0
20,20,270.0,0.5,135.0,0.25,6480,12,76,1,n267-2,V6,1.5,6/8,,,0
20,20,270.5,0.5,135.25,0.25,6492,12,71,1,n268-2,,,,,,0
20,20,271.0,1.0,135.5,0.5,6504,24,56,5,n280-2,,,,,,0
20,20,271.0,1.0,135.5,0.5,6504,24,64,5,n281-2,,,,,,0
20,20,271.5,0.5,135.75,0.25,6516,12,71,1,n270-2,,,,,,0
20,20,272.0,0.5,136.0,0.25,6528,12,70,1,n271-2,,,,,,0
20,20,272.5,0.5,136.25,0.25,6540,12,71,1,n272-2,,,,,,0
20,20,273.0,0.5,136.5,0.25,6552,12,73,1,n273-2,V43,1.5,6/8,,,0
20,20,273.5,0.5,136.75,0.25,6564,12,74,1,n274-2,,,,,,0
