onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
319.25,0.25,638.5,0.5,15324,12,72,1,n1902-1,138,138,,,,,,,,,,,,,
319.5,0.5,639.0,1.0,15336,24,52,5,n1909-1,138,138,1.0,2/2,,V,,F,I,V,,V,,,M
319.5,0.25,639.0,0.5,15336,12,67,1,n1903-1,138,138,,,,,,,,,,,,,
319.75,0.25,639.5,0.5,15348,12,72,1,n1904-1,138,138,,,,,,,,,,,,,
320.0,0.5,640.0,1.0,15360,24,53,5,n1924-1,139,139,2.0,2/2,,I(974)},,F,I,I(974),,I,,},M
320.0,1.0,640.0,2.0,15360,48,64,1,n1912-1,139,139,,,,,,,,,,,,,
320.0,1.0,640.0,2.0,15360,48,67,1,n1913-1,139,139,,,,,,,,,,,,,
320.0,1.0,640.0,2.0,15360,48,70,1,n1914-1,139,139,,,,,,,,,,,,,
320.5,0.5,641.0,1.0,15384,24,48,5,n1925-1,139,139,,,,,,,,,,,,,
321.0,0.5,642.0,1.0,15408,24,41,5,n1926-1,139,139,2.0,2/2,,I|IAC,,F,I,I,,I,IAC,,M
321.0,0.125,642.0,0.25,15408,6,65,1,n1915-1,139,139,,,,,,,,,,,,,
321.0,0.125,642.0,0.25,15408,6,69,2,n1923-1,139,139,,,,,,,,,,,,,
321.125,0.125,642.25,0.25,15414,6,77,1,n1916-1,139,139,,,,,,,,,,,,,
321.25,0.125,642.5,0.25,15420,6,79,1,n1917-1,139,139,,,,,,,,,,,,,
321.375,0.125,642.75,0.25,15426,6,81,1,n1918-1,139,139,,,,,,,,,,,,,
321.5,0.125,643.0,0.25,15432,6,82,1,n1919-1,139,139,,,,,,,,,,,,,
321.625,0.125,643.25,0.25,15438,6,84,1,n1920-1,139,139,,,,,,,,,,,,,
321.75,0.125,643.5,0.25,15444,6,86,1,n1921-1,139,139,,,,,,,,,,,,,
321.875,0.125,643.75,0.25,15450,6,88,1,n1922-1,139,139,,,,,,,,,,,,,
322.0,0.125,644.0,0.25,15456,6,89,1,n1928-1,140,140,3.0,2/2,,V7/V{,,F,I,V7/V,,V,,{,Mm7
322.125,0.125,644.25,0.25,15462,6,88,1,n1929-1,140,140,,,,,,,,,,,,,
322.25,0.125,644.5,0.25,15468,6,89,1,n1930-1,140,140,,,,,,,,,,,,,
322.375,0.125,644.75,0.25,15474,6,86,1,n1931-1,140,140,,,,,,,,,,,,,
322.5,0.5,645.0,1.0,15480,24,67,5,n1936-1,140,140,,,,,,,,,,,,,
322.5,0.5,645.0,1.0,15480,24,74,5,n1937-1,140,140,,,,,,,,,,,,,
322.5,0.5,645.0,1.0,15480,24,77,5,n1938-1,140,140,,,,,,,,,,,,,
322.5,1.0,645.0,2.0,15480,48,83,1,n1932-1,140,140,,,,,,,,,,,,,
323.0,0.5,646.0,1.0,15504,24,67,5,n1939-1,140,140,,,,,,,,,,,,,
323.0,0.5,646.0,1.0,15504,24,74,5,n1940-1,140,140,,,,,,,,,,,,,
323.0,0.5,646.0,1.0,15504,24,77,5,n1941-1,140,140,,,,,,,,,,,,,
323.5,0.5,647.0,1.0,15528,24,76,5,n1943-1,140,140,,,,,,,,,,,,,
323.5,0.25,647.0,0.5,15528,12,84,1,n1933-1,140,140,,,,,,,,,,,,,
323.5,0.5,647.0,1.0,15528,24,72,5,n1942-1,140,140,1.0,2/2,,V,,F,I,V,,V,,,M
323.75,0.25,647.5,0.5,15540,12,85,1,n1934-1,140,140,,,,,,,,,,,,,
324.0,0.125,648.0,0.25,15552,6,86,1,n1944-1,141,141,3.0,2/2,,V7,,F,I,V7,,V,,,Mm7
324.125,0.125,648.25,0.25,15558,6,85,1,n1945-1,141,141,,,,,,,,,,,,,
324.25,0.125,648.5,0.25,15564,6,86,1,n1946-1,141,141,,,,,,,,,,,,,
324.375,0.125,648.75,0.25,15570,6,82,1,n1947-1,141,141,,,,,,,,,,,,,
324.5,0.75,649.0,1.5,15576,36,79,1,n1948-1,141,141,,,,,,,,,,,,,
324.5,0.5,649.0,1.0,15576,24,60,5,n1955-1,141,141,,,,,,,,,,,,,
324.5,0.5,649.0,1.0,15576,24,64,5,n1956-1,141,141,,,,,,,,,,,,,
324.5,0.5,649.0,1.0,15576,24,70,5,n1957-1,141,141,,,,,,,,,,,,,
325.0,0.5,650.0,1.0,15600,24,70,5,n1960-1,141,141,,,,,,,,,,,,,
325.0,0.5,650.0,1.0,15600,24,64,5,n1959-1,141,141,,,,,,,,,,,,,
325.0,0.5,650.0,1.0,15600,24,60,5,n1958-1,141,141,,,,,,,,,,,,,
325.25,0.25,650.5,0.5,15612,12,80,1,n1949-1,141,141,,,,,,,,,,,,,
325.5,0.5,651.0,1.0,15624,24,65,5,n1961-1,141,141,2.0,2/2,,I,,F,I,I,,I,,,M
325.5,0.5,651.0,1.0,15624,24,69,5,n1962-1,141,141,,,,,,,,,,,,,
325.5,0.125,651.0,0.25,15624,6,81,1,n1950-1,141,141,,,,,,,,,,,,,
325.625,0.125,651.25,0.25,15630,6,82,1,n1951-1,141,141,,,,,,,,,,,,,
325.75,0.125,651.5,0.25,15636,6,83,1,n1952-1,141,141,,,,,,,,,,,,,
325.875,0.125,651.75,0.25,15642,6,84,1,n1953-1,141,141,,,,,,,,,,,,,
326.0,0.25,652.0,0.5,15648,12,85,1,n1963-1,142,142,,,,,,,,,,,,,
326.25,0.25,652.5,0.5,15660,12,86,1,n1964-1,142,142,,,,,,,,,,,,,
326.5,0.5,653.0,1.0,15672,24,58,5,n1973-1,142,142,1.0,2/2,,ii6,,F,I,ii6,,ii,,,m
326.5,0.5,653.0,1.0,15672,24,67,5,n1974-1,142,142,,,,,,,,,,,,,
326.5,0.25,653.0,0.5,15672,12,82,1,n1966-1,142,142,,,,,,,,,,,,,
326.5,0.0,653.0,0.0,15672,0,84,1,n1965-1,142,142,,,,,,,,,,,,,
326.75,0.125,653.5,0.25,15684,6,81,1,n1967-1,142,142,,,,,,,,,,,,,
326.875,0.125,653.75,0.25,15690,6,79,1,n1968-1,142,142,,,,,,,,,,,,,
327.0,1.0,654.0,2.0,15696,48,60,6,n1977-1,142,142,1.0,2/2,,V(64),,F,I,V(64),,V,,,M
327.0,0.5,654.0,1.0,15696,24,69,5,n1975-1,142,142,,,,,,,,,,,,,
327.0,0.5,654.0,1.0,15696,24,77,1,n1969-1,142,142,,,,,,,,,,,,,
327.5,0.25,655.0,0.5,15720,12,81,1,n1970-1,142,142,,,,,,,,,,,,,
327.5,0.5,655.0,1.0,15720,24,70,5,n1976-1,142,142,1.0,2/2,,V7,,F,I,V7,,V,,,Mm7
327.5,0.5,655.0,1.0,15720,24,76,2,n1972-1,142,142,,,,,,,,,,,,,
327.75,0.25,655.5,0.5,15732,12,79,1,n1971-1,142,142,,,,,,,,,,,,,
328.0,1.5,656.0,3.0,15744,72,62,5,n1994-1,143,143,4.0,2/2,,V43/V|DC,,F,I,V43/V,,V,DC,,Mm7
328.0,1.5,656.0,3.0,15744,72,65,5,n1995-1,143,143,,,,,,,,,,,,,
328.0,1.5,656.0,3.0,15744,72,67,5,n1996-1,143,143,,,,,,,,,,,,,
328.0,1.5,656.0,3.0,15744,72,71,5,n1997-1,143,143,,,,,,,,,,,,,
328.0,0.125,656.0,0.25,15744,6,77,1,n1978-1,143,143,,,,,,,,,,,,,
328.125,0.125,656.25,0.25,15750,6,76,1,n1979-1,143,143,,,,,,,,,,,,,
328.25,0.125,656.5,0.25,15756,6,79,1,n1980-1,143,143,,,,,,,,,,,,,
328.375,0.125,656.75,0.25,15762,6,77,1,n1981-1,143,143,,,,,,,,,,,,,
328.5,0.125,657.0,0.25,15768,6,81,1,n1982-1,143,143,,,,,,,,,,,,,
328.625,0.125,657.25,0.25,15774,6,79,1,n1983-1,143,143,,,,,,,,,,,,,
328.75,0.125,657.5,0.25,15780,6,77,1,n1984-1,143,143,,,,,,,,,,,,,
328.875,0.125,657.75,0.25,15786,6,76,1,n1985-1,143,143,,,,,,,,,,,,,
329.0,0.125,658.0,0.25,15792,6,74,1,n1986-1,143,143,,,,,,,,,,,,,
329.125,0.125,658.25,0.25,15798,6,72,1,n1987-1,143,143,,,,,,,,,,,,,
329.25,0.125,658.5,0.25,15804,6,71,1,n1988-1,143,143,,,,,,,,,,,,,
329.375,0.125,658.75,0.25,15810,6,74,1,n1989-1,143,143,,,,,,,,,,,,,
329.5,0.125,659.0,0.25,15816,6,79,1,n1990-1,143,143,,,,,,,,,,,,,
329.625,0.125,659.25,0.25,15822,6,77,1,n1991-1,143,143,,,,,,,,,,,,,
329.75,0.125,659.5,0.25,15828,6,74,1,n1992-1,143,143,,,,,,,,,,,,,
329.875,0.125,659.75,0.25,15834,6,71,1,n1993-1,143,143,,,,,,,,,,,,,
330.0,1.5,660.0,3.0,15840,72,52,5,n2015-1,144,144,4.0,2/2,,V65,,F,I,V65,,V,,,Mm7
330.0,1.5,660.0,3.0,15840,72,55,5,n2016-1,144,144,,,,,,,,,,,,,
330.0,1.5,660.0,3.0,15840,72,58,5,n2017-1,144,144,,,,,,,,,,,,,
330.0,1.5,660.0,3.0,15840,72,60,5,n2018-1,144,144,,,,,,,,,,,,,
330.0,0.125,660.0,0.25,15840,6,70,1,n1999-1,144,144,,,,,,,,,,,,,
330.125,0.125,660.25,0.25,15846,6,69,1,n2000-1,144,144,,,,,,,,,,,,,
330.25,0.125,660.5,0.25,15852,6,72,1,n2001-1,144,144,,,,,,,,,,,,,
330.375,0.125,660.75,0.25,15858,6,70,1,n2002-1,144,144,,,,,,,,,,,,,
330.5,0.125,661.0,0.25,15864,6,74,1,n2003-1,144,144,,,,,,,,,,,,,
330.625,0.125,661.25,0.25,15870,6,72,1,n2004-1,144,144,,,,,,,,,,,,,
330.75,0.125,661.5,0.25,15876,6,70,1,n2005-1,144,144,,,,,,,,,,,,,
330.875,0.125,661.75,0.25,15882,6,69,1,n2006-1,144,144,,,,,,,,,,,,,
331.0,0.125,662.0,0.25,15888,6,67,1,n2007-1,144,144,,,,,,,,,,,,,
331.125,0.125,662.25,0.25,15894,6,65,1,n2008-1,144,144,,,,,,,,,,,,,
331.25,0.125,662.5,0.25,15900,6,64,1,n2009-1,144,144,,,,,,,,,,,,,
331.375,0.125,662.75,0.25,15906,6,67,1,n2010-1,144,144,,,,,,,,,,,,,
331.5,0.125,663.0,0.25,15912,6,72,1,n2011-1,144,144,,,,,,,,,,,,,
331.625,0.125,663.25,0.25,15918,6,70,1,n2012-1,144,144,,,,,,,,,,,,,
331.75,0.125,663.5,0.25,15924,6,67,1,n2013-1,144,144,,,,,,,,,,,,,
331.875,0.125,663.75,0.25,15930,6,64,1,n2014-1,144,144,,,,,,,,,,,,,
332.0,0.5,664.0,1.0,15936,24,45,5,n2028-1,145,145,2.0,2/2,,I6,,F,I,I6,,I,,,M
332.25,0.25,664.5,0.5,15948,12,65,1,n2021-1,145,145,,,,,,,,,,,,,
332.5,0.25,665.0,0.5,15960,12,84,1,n2022-1,145,145,,,,,,,,,,,,,
332.75,0.25,665.5,0.5,15972,12,84,1,n2023-1,145,145,,,,,,,,,,,,,
333.0,0.5,666.0,1.0,15984,24,46,5,n2030-1,145,145,2.0,2/2,,ii6,,F,I,ii6,,ii,,,m
333.25,0.25,666.5,0.5,15996,12,67,1,n2025-1,145,145,,,,,,,,,,,,,
333.5,0.25,667.0,0.5,16008,12,86,1,n2026-1,145,145,,,,,,,,,,,,,
333.75,0.25,667.5,0.5,16020,12,86,1,n2027-1,145,145,,,,,,,,,,,,,
334.0,1.5,668.0,3.0,16032,72,60,6,n2043-1,146,146,2.0,2/2,,V(64),,F,I,V(64),,V,,,M
334.0,0.5,668.0,1.0,16032,24,84,1,n2032-1,146,146,,,,,,,,,,,,,
334.5,0.75,669.0,1.5,16056,36,72,1,n2033-1,146,146,,,,,,,,,,,,,
334.5,0.5,669.0,1.0,16056,24,69,5,n2041-1,146,146,,,,,,,,,,,,,
335.0,1.0,670.0,2.0,16080,48,70,5,n2042-1,146,146,1.0,2/2,,V7,,F,I,V7,,V,,,Mm7
335.25,0.0625,670.5,0.125,16092,3,74,1,n2034-1,146,146,,,,,,,,,,,,,
335.3125,0.0625,670.625,0.125,16095,3,72,1,n2035-1,146,146,,,,,,,,,,,,,
335.375,0.0625,670.75,0.125,16098,3,71,1,n2036-1,146,146,,,,,,,,,,,,,
335.4375,0.0625,670.875,0.125,16101,3,72,1,n2037-1,146,146,,,,,,,,,,,,,
335.5,0.5,671.0,1.0,16104,24,61,6,n2044-1,146,146,1.0,2/2,,#viio7/vi,,F,I,#viio7/vi,,#vii,,,o7
335.5,0.25,671.0,0.5,16104,12,74,1,n2038-1,146,146,,,,,,,,,,,,,
335.75,0.25,671.5,0.5,16116,12,76,1,n2039-1,146,146,,,,,,,,,,,,,
336.0,0.125,672.0,0.25,16128,6,77,1,n2045-1,147,147,,,,,,,,,,,,,
336.0,1.5,672.0,3.0,16128,72,71,5,n2064-1,147,147,,,,,,,,,,,,,
336.0,1.5,672.0,3.0,16128,72,62,5,n2061-1,147,147,4.0,2/2,,V43/V|DC,,F,I,V43/V,,V,DC,,Mm7
336.0,1.5,672.0,3.0,16128,72,65,5,n2062-1,147,147,,,,,,,,,,,,,
336.0,1.5,672.0,3.0,16128,72,67,5,n2063-1,147,147,,,,,,,,,,,,,
336.125,0.125,672.25,0.25,16134,6,76,1,n2046-1,147,147,,,,,,,,,,,,,
336.25,0.125,672.5,0.25,16140,6,79,1,n2047-1,147,147,,,,,,,,,,,,,
336.375,0.125,672.75,0.25,16146,6,77,1,n2048-1,147,147,,,,,,,,,,,,,
336.5,0.125,673.0,0.25,16152,6,81,1,n2049-1,147,147,,,,,,,,,,,,,
336.625,0.125,673.25,0.25,16158,6,79,1,n2050-1,147,147,,,,,,,,,,,,,
336.75,0.125,673.5,0.25,16164,6,77,1,n2051-1,147,147,,,,,,,,,,,,,
336.875,0.125,673.75,0.25,16170,6,76,1,n2052-1,147,147,,,,,,,,,,,,,
337.0,0.125,674.0,0.25,16176,6,74,1,n2053-1,147,147,,,,,,,,,,,,,
337.125,0.125,674.25,0.25,16182,6,72,1,n2054-1,147,147,,,,,,,,,,,,,
337.25,0.125,674.5,0.25,16188,6,71,1,n2055-1,147,147,,,,,,,,,,,,,
337.375,0.125,674.75,0.25,16194,6,74,1,n2056-1,147,147,,,,,,,,,,,,,
337.5,0.125,675.0,0.25,16200,6,79,1,n2057-1,147,147,,,,,,,,,,,,,
337.625,0.125,675.25,0.25,16206,6,77,1,n2058-1,147,147,,,,,,,,,,,,,
337.75,0.125,675.5,0.25,16212,6,74,1,n2059-1,147,147,,,,,,,,,,,,,
337.875,0.125,675.75,0.25,16218,6,71,1,n2060-1,147,147,,,,,,,,,,,,,
338.0,0.125,676.0,0.25,16224,6,70,1,n2066-1,148,148,,,,,,,,,,,,,
338.0,1.5,676.0,3.0,16224,72,60,5,n2085-1,148,148,,,,,,,,,,,,,
338.0,1.5,676.0,3.0,16224,72,52,5,n2082-1,148,148,4.0,2/2,,V65,,F,I,V65,,V,,,Mm7
338.0,1.5,676.0,3.0,16224,72,55,5,n2083-1,148,148,,,,,,,,,,,,,
338.0,1.5,676.0,3.0,16224,72,58,5,n2084-1,148,148,,,,,,,,,,,,,
338.125,0.125,676.25,0.25,16230,6,69,1,n2067-1,148,148,,,,,,,,,,,,,
338.25,0.125,676.5,0.25,16236,6,72,1,n2068-1,148,148,,,,,,,,,,,,,
338.375,0.125,676.75,0.25,16242,6,70,1,n2069-1,148,148,,,,,,,,,,,,,
338.5,0.125,677.0,0.25,16248,6,74,1,n2070-1,148,148,,,,,,,,,,,,,
338.625,0.125,677.25,0.25,16254,6,72,1,n2071-1,148,148,,,,,,,,,,,,,
338.75,0.125,677.5,0.25,16260,6,70,1,n2072-1,148,148,,,,,,,,,,,,,
338.875,0.125,677.75,0.25,16266,6,69,1,n2073-1,148,148,,,,,,,,,,,,,
339.0,0.125,678.0,0.25,16272,6,67,1,n2074-1,148,148,,,,,,,,,,,,,
339.125,0.125,678.25,0.25,16278,6,65,1,n2075-1,148,148,,,,,,,,,,,,,
339.25,0.125,678.5,0.25,16284,6,64,1,n2076-1,148,148,,,,,,,,,,,,,
339.375,0.125,678.75,0.25,16290,6,67,1,n2077-1,148,148,,,,,,,,,,,,,
339.5,0.125,679.0,0.25,16296,6,72,1,n2078-1,148,148,,,,,,,,,,,,,
339.625,0.125,679.25,0.25,16302,6,70,1,n2079-1,148,148,,,,,,,,,,,,,
339.75,0.125,679.5,0.25,16308,6,67,1,n2080-1,148,148,,,,,,,,,,,,,
339.875,0.125,679.75,0.25,16314,6,64,1,n2081-1,148,148,,,,,,,,,,,,,
340.0,2.0,680.0,4.0,16320,96,57,1,n2087-1,149,149,,,,,,,,,,,,,
340.0,2.0,680.0,4.0,16320,96,65,1,n2088-1,149,149,,,,,,,,,,,,,
340.0,0.125,680.0,0.25,16320,6,51,5,n2089-1,149,149,4.0,2/2,,V2/IV,,F,I,V2/IV,,V,,,Mm7
340.125,0.125,680.25,0.25,16326,6,50,5,n2090-1,149,149,,,,,,,,,,,,,
340.25,0.125,680.5,0.25,16332,6,53,5,n2091-1,149,149,,,,,,,,,,,,,
340.375,0.125,680.75,0.25,16338,6,51,5,n2092-1,149,149,,,,,,,,,,,,,
340.5,0.125,681.0,0.25,16344,6,55,5,n2093-1,149,149,,,,,,,,,,,,,
340.625,0.125,681.25,0.25,16350,6,53,5,n2094-1,149,149,,,,,,,,,,,,,
340.75,0.125,681.5,0.25,16356,6,51,5,n2095-1,149,149,,,,,,,,,,,,,
340.875,0.125,681.75,0.25,16362,6,50,5,n2096-1,149,149,,,,,,,,,,,,,
341.0,0.125,682.0,0.25,16368,6,48,5,n2097-1,149,149,,,,,,,,,,,,,
341.125,0.125,682.25,0.25,16374,6,46,5,n2098-1,149,149,,,,,,,,,,,,,
341.25,0.125,682.5,0.25,16380,6,45,5,n2099-1,149,149,,,,,,,,,,,,,
341.375,0.125,682.75,0.25,16386,6,43,5,n2100-1,149,149,,,,,,,,,,,,,
341.5,0.125,683.0,0.25,16392,6,41,5,n2101-1,149,149,,,,,,,,,,,,,
341.625,0.125,683.25,0.25,16398,6,40,5,n2102-1,149,149,,,,,,,,,,,,,
341.75,0.125,683.5,0.25,16404,6,41,5,n2103-1,149,149,,,,,,,,,,,,,
341.875,0.125,683.75,0.25,16410,6,39,5,n2104-1,149,149,,,,,,,,,,,,,
342.0,0.5,684.0,1.0,16416,24,38,5,n2121-1,150,150,4.0,2/2,,IV6,,F,I,IV6,,IV,,,M
342.125,0.125,684.25,0.25,16422,6,58,1,n2106-1,150,150,,,,,,,,,,,,,
342.25,0.125,684.5,0.25,16428,6,60,1,n2107-1,150,150,,,,,,,,,,,,,
342.375,0.125,684.75,0.25,16434,6,62,1,n2108-1,150,150,,,,,,,,,,,,,
342.5,0.125,685.0,0.25,16440,6,63,1,n2109-1,150,150,,,,,,,,,,,,,
342.625,0.125,685.25,0.25,16446,6,65,1,n2110-1,150,150,,,,,,,,,,,,,
342.75,0.125,685.5,0.25,16452,6,67,1,n2111-1,150,150,,,,,,,,,,,,,
342.875,0.125,685.75,0.25,16458,6,69,1,n2112-1,150,150,,,,,,,,,,,,,
343.0,0.125,686.0,0.25,16464,6,70,1,n2113-1,150,150,,,,,,,,,,,,,
343.125,0.125,686.25,0.25,16470,6,72,1,n2114-1,150,150,,,,,,,,,,,,,
343.25,0.125,686.5,0.25,16476,6,74,1,n2115-1,150,150,,,,,,,,,,,,,
343.375,0.125,686.75,0.25,16482,6,75,1,n2116-1,150,150,,,,,,,,,,,,,
343.5,0.125,687.0,0.25,16488,6,77,1,n2117-1,150,150,,,,,,,,,,,,,
343.625,0.125,687.25,0.25,16494,6,79,1,n2118-1,150,150,,,,,,,,,,,,,
343.75,0.125,687.5,0.25,16500,6,81,1,n2119-1,150,150,,,,,,,,,,,,,
343.875,0.125,687.75,0.25,16506,6,82,1,n2120-1,150,150,,,,,,,,,,,,,
344.0,0.5,688.0,1.0,16512,24,49,5,n2132-1,151,151,4.0,2/2,,Ger6,,F,I,Ger6,Ger,vii,,,Ger
344.0,0.5,688.0,1.0,16512,24,53,5,n2133-1,151,151,,,,,,,,,,,,,
344.0,0.5,688.0,1.0,16512,24,59,5,n2134-1,151,151,,,,,,,,,,,,,
344.25,0.25,688.5,0.5,16524,12,65,1,n2125-1,151,151,,,,,,,,,,,,,
344.5,0.25,689.0,0.5,16536,12,68,1,n2126-1,151,151,,,,,,,,,,,,,
344.75,0.25,689.5,0.5,16548,12,71,1,n2127-1,151,151,,,,,,,,,,,,,
345.0,0.25,690.0,0.5,16560,12,77,1,n2128-1,151,151,,,,,,,,,,,,,
345.25,0.25,690.5,0.5,16572,12,80,1,n2129-1,151,151,,,,,,,,,,,,,
345.5,0.25,691.0,0.5,16584,12,83,1,n2130-1,151,151,,,,,,,,,,,,,
345.75,0.25,691.5,0.5,16596,12,89,1,n2131-1,151,151,,,,,,,,,,,,,
346.0,1.0,692.0,2.0,16608,48,36,5,n2139-1,152,152,2.0,2/2,,V|HC,,F,I,V,,V,HC,,M
347.0,1.25,694.0,2.5,16656,60,41,5,n2140-1,152,152,2.0,2/2,,I,,F,I,I,,I,,,M
347.0,1.0,694.0,2.0,16656,48,48,1,n2138-1,152,152,,,,,,,,,,,,,
348.0,1.25,696.0,2.5,16704,60,55,1,n2141-1,153,153,0.5,2/2,,V6(4),,F,I,V6(4),,V,,,M
348.25,0.25,696.5,0.5,16716,12,40,5,n2147-1,153,153,0.5,2/2,,V6,,F,I,V6,,V,,,M
348.5,0.25,697.0,0.5,16728,12,40,5,n2148-1,153,153,1.0,2/2,,V,,F,I,V,,V,,,M
348.75,0.25,697.5,0.5,16740,12,36,5,n2149-1,153,153,,,,,,,,,,,,,
349.0,1.25,698.0,2.5,16752,60,45,5,n2150-1,153,153,0.5,2/2,,I6(2),,F,I,I6(2),,I,,,M
349.25,0.25,698.5,0.5,16764,12,53,1,n2143-1,153,153,1.5,2/2,,I6,,F,I,I6,,I,,,M
349.5,0.25,699.0,0.5,16776,12,53,1,n2144-1,153,153,,,,,,,,,,,,,
349.75,0.25,699.5,0.5,16788,12,48,1,n2145-1,153,153,,,,,,,,,,,,,
350.0,1.25,700.0,2.5,16800,60,58,2,n2152-1,154,154,0.5,2/2,,V43(6),,F,I,V43(6),,V,,,Mm7
350.25,0.25,700.5,0.5,16812,12,43,5,n2158-1,154,154,0.5,2/2,,V43,,F,I,V43,,V,,,Mm7
350.5,0.25,701.0,0.5,16824,12,43,5,n2159-1,154,154,1.0,2/2,,V7,,F,I,V7,,V,,,Mm7
350.75,0.25,701.5,0.5,16836,12,36,5,n2160-1,154,154,,,,,,,,,,,,,
351.0,0.5,702.0,1.0,16848,24,41,5,n2161-1,154,154,0.5,2/2,,I(4),,F,I,I(4),,I,,,M
351.0,1.0,702.0,2.0,16848,48,60,1,n2151-1,154,154,,,,,,,,,,,,,
351.25,0.25,702.5,0.5,16860,12,57,2,n2154-1,154,154,0.5,2/2,,I,,F,I,I,,I,,,M
351.5,0.25,703.0,0.5,16872,12,57,2,n2155-1,154,154,,,,,,,,,,,,,
351.5,0.75,703.0,1.5,16872,36,40,5,n2162-1,154,154,0.5,2/2,,V6(6),,F,I,V6(6),,V,,,M
351.75,0.25,703.5,0.5,16884,12,55,2,n2156-1,154,154,0.5,2/2,,V6,,F,I,V6,,V,,,M
352.0,0.5,704.0,1.0,16896,24,57,6,n2176-1,155,155,0.5,2/2,,vi(2),,F,I,vi(2),,vi,,,m
352.0,1.0,704.0,2.0,16896,48,65,1,n2163-1,155,155,,,,,,,,,,,,,
352.0,1.25,704.0,2.5,16896,60,65,2,n2165-1,155,155,,,,,,,,,,,,,
352.25,0.25,704.5,0.5,16908,12,38,5,n2171-1,155,155,0.5,2/2,,vi,,F,I,vi,,vi,,,m
352.5,0.25,705.0,0.5,16920,12,38,5,n2172-1,155,155,1.0,2/2,,V43/V,,F,I,V43/V,,V,,,Mm7
352.5,0.5,705.0,1.0,16920,24,59,6,n2177-1,155,155,,,,,,,,,,,,,
352.75,0.25,705.5,0.5,16932,12,43,5,n2173-1,155,155,,,,,,,,,,,,,
353.0,1.25,706.0,2.5,16944,60,70,1,n2164-1,155,155,,,,,,,,,,,,,
353.0,0.5,706.0,1.0,16944,24,36,5,n2174-1,155,155,0.5,2/2,,V7(4),,F,I,V7(4),,V,,,Mm7
353.0,1.0,706.0,2.0,16944,48,60,6,n2178-1,155,155,,,,,,,,,,,,,
353.25,0.25,706.5,0.5,16956,12,64,2,n2167-1,155,155,1.5,2/2,,V7,,F,I,V7,,V,,,Mm7
353.5,0.5,707.0,1.0,16968,24,48,5,n2175-1,155,155,,,,,,,,,,,,,
353.5,0.25,707.0,0.5,16968,12,64,2,n2168-1,155,155,,,,,,,,,,,,,
353.75,0.25,707.5,0.5,16980,12,60,2,n2169-1,155,155,,,,,,,,,,,,,
354.0,1.25,708.0,2.5,16992,60,75,1,n2179-1,156,156,,,,,,,,,,,,,
354.0,1.0,708.0,2.0,16992,48,53,5,n2189-1,156,156,0.5,2/2,,V7(4)/IV,,F,I,V7(4)/IV,,V,,,Mm7
354.0,1.0,708.0,2.0,16992,48,60,5,n2190-1,156,156,,,,,,,,,,,,,
354.25,0.25,708.5,0.5,17004,12,69,2,n2182-1,156,156,1.5,2/2,,V7/IV,,F,I,V7/IV,,V,,,Mm7
354.5,0.25,709.0,0.5,17016,12,69,2,n2183-1,156,156,,,,,,,,,,,,,
354.75,0.25,709.5,0.5,17028,12,65,2,n2184-1,156,156,,,,,,,,,,,,,
355.0,0.5,710.0,1.0,17040,24,46,5,n2191-1,156,156,0.5,2/2,,IV(4),,F,I,IV(4),,IV,,,M
355.0,0.5,710.0,1.0,17040,24,58,5,n2192-1,156,156,,,,,,,,,,,,,
355.0,1.0,710.0,2.0,17040,48,65,6,n2195-1,156,156,,,,,,,,,,,,,
355.0,1.25,710.0,2.5,17040,60,77,1,n2180-1,156,156,,,,,,,,,,,,,
355.25,0.25,710.5,0.5,17052,12,74,2,n2186-1,156,156,0.5,2/2,,IV,,F,I,IV,,IV,,,M
355.5,0.5,711.0,1.0,17064,24,57,5,n2194-1,156,156,,,,,,,,,,,,,
355.5,0.25,711.0,0.5,17064,12,74,2,n2187-1,156,156,,,,,,,,,,,,,
355.5,0.5,711.0,1.0,17064,24,53,5,n2193-1,156,156,0.5,2/2,,I(6),,F,I,I(6),,I,,,M
355.75,0.25,711.5,0.5,17076,12,72,2,n2188-1,156,156,0.5,2/2,,I,,F,I,I,,I,,,M
356.0,1.0,712.0,2.0,17088,48,55,5,n2206-1,157,157,0.5,2/2,,V43(4),,F,I,V43(4),,V,,,Mm7
356.0,1.0,712.0,2.0,17088,48,58,5,n2207-1,157,157,,,,,,,,,,,,,
356.0,1.0,712.0,2.0,17088,48,72,6,n2212-1,157,157,,,,,,,,,,,,,
356.0,1.25,712.0,2.5,17088,60,82,1,n2196-1,157,157,,,,,,,,,,,,,
356.25,0.25,712.5,0.5,17100,12,76,2,n2199-1,157,157,1.5,2/2,,V43,,F,I,V43,,V,,,Mm7
356.5,0.25,713.0,0.5,17112,12,76,2,n2200-1,157,157,,,,,,,,,,,,,
356.75,0.25,713.5,0.5,17124,12,72,2,n2201-1,157,157,,,,,,,,,,,,,
357.0,0.5,714.0,1.0,17136,24,60,5,n2209-1,157,157,,,,,,,,,,,,,
357.0,0.5,714.0,1.0,17136,24,77,6,n2213-1,157,157,,,,,,,,,,,,,
