onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
180.0,0.5,180.0,0.5,1448,4,54,5,n653-1,51,51,2.0,2/4,,i,a,#vi,i,,i,,,m
180.25,0.25,180.25,0.25,1450,2,77,1,n646-1,51,51,,,,,,,,,,,,
180.5,0.25,180.5,0.25,1452,2,78,1,n647-1,51,51,,,,,,,,,,,,
180.5,0.5,180.5,0.5,1452,4,61,5,n655-1,51,51,,,,,,,,,,,,
180.5,0.5,180.5,0.5,1452,4,57,5,n654-1,51,51,,,,,,,,,,,,
180.75,0.25,180.75,0.25,1454,2,80,1,n648-1,51,51,,,,,,,,,,,,
181.0,0.25,181.0,0.25,1456,2,81,1,n649-1,51,51,,,,,,,,,,,,
181.0,0.5,181.0,0.5,1456,4,61,5,n657-1,51,51,,,,,,,,,,,,
181.0,0.5,181.0,0.5,1456,4,57,5,n656-1,51,51,,,,,,,,,,,,
181.25,0.25,181.25,0.25,1458,2,80,1,n650-1,51,51,,,,,,,,,,,,
181.5,0.5,181.5,0.5,1460,4,61,5,n659-1,51,51,,,,,,,,,,,,
181.5,0.25,181.5,0.25,1460,2,81,1,n651-1,51,51,,,,,,,,,,,,
181.5,0.5,181.5,0.5,1460,4,57,5,n658-1,51,51,,,,,,,,,,,,
181.75,0.25,181.75,0.25,1462,2,83,1,n652-1,51,51,,,,,,,,,,,,
182.0,0.5,182.0,0.5,1464,4,49,5,n668-1,52,52,1.0,2/4,,V,a,#vi,V,,V,,,M
182.0,0.25,182.0,0.25,1464,2,85,1,n660-1,52,52,,,,,,,,,,,,
182.25,0.25,182.25,0.25,1466,2,84,1,n661-1,52,52,,,,,,,,,,,,
182.5,0.25,182.5,0.25,1468,2,85,1,n662-1,52,52,,,,,,,,,,,,
182.5,0.5,182.5,0.5,1468,4,61,5,n670-1,52,52,,,,,,,,,,,,
182.5,0.5,182.5,0.5,1468,4,56,5,n669-1,52,52,,,,,,,,,,,,
182.75,0.25,182.75,0.25,1470,2,84,1,n663-1,52,52,,,,,,,,,,,,
183.0,0.25,183.0,0.25,1472,2,85,1,n664-1,52,52,,,,,,,,,,,,
183.0,0.5,183.0,0.5,1472,4,55,5,n671-1,52,52,0.5,2/4,,iio64/iv,a,#vi,iio64/iv,,ii,,,o
183.0,0.5,183.0,0.5,1472,4,61,5,n672-1,52,52,,,,,,,,,,,,
183.25,0.25,183.25,0.25,1474,2,84,1,n665-1,52,52,,,,,,,,,,,,
183.5,0.5,183.5,0.5,1476,4,61,5,n674-1,52,52,,,,,,,,,,,,
183.5,0.25,183.5,0.25,1476,2,85,1,n666-1,52,52,,,,,,,,,,,,
183.5,0.5,183.5,0.5,1476,4,54,5,n673-1,52,52,0.5,2/4,,V/iv,a,#vi,V/iv,,V,,,M
183.75,0.25,183.75,0.25,1478,2,82,1,n667-1,52,52,,,,,,,,,,,,
184.0,0.25,184.0,0.25,1480,2,86,1,n675-1,53,53,,,,,,,,,,,,
184.0,0.5,184.0,0.5,1480,4,47,5,n683-1,53,53,2.0,2/4,,iv,a,#vi,iv,,iv,,,m
184.25,0.25,184.25,0.25,1482,2,85,1,n676-1,53,53,,,,,,,,,,,,
184.5,0.25,184.5,0.25,1484,2,86,1,n677-1,53,53,,,,,,,,,,,,
184.5,0.5,184.5,0.5,1484,4,59,5,n685-1,53,53,,,,,,,,,,,,
184.5,0.5,184.5,0.5,1484,4,54,5,n684-1,53,53,,,,,,,,,,,,
184.75,0.25,184.75,0.25,1486,2,85,1,n678-1,53,53,,,,,,,,,,,,
185.0,0.5,185.0,0.5,1488,4,59,5,n687-1,53,53,,,,,,,,,,,,
185.0,0.25,185.0,0.25,1488,2,86,1,n679-1,53,53,,,,,,,,,,,,
185.0,0.5,185.0,0.5,1488,4,54,5,n686-1,53,53,,,,,,,,,,,,
185.25,0.25,185.25,0.25,1490,2,85,1,n680-1,53,53,,,,,,,,,,,,
185.5,0.5,185.5,0.5,1492,4,54,5,n688-1,53,53,,,,,,,,,,,,
185.5,0.25,185.5,0.25,1492,2,86,1,n681-1,53,53,,,,,,,,,,,,
185.5,0.5,185.5,0.5,1492,4,59,5,n689-1,53,53,,,,,,,,,,,,
185.75,0.25,185.75,0.25,1494,2,85,1,n682-1,53,53,,,,,,,,,,,,
186.0,0.25,186.0,0.25,1496,2,86,1,n690-1,54,54,,,,,,,,,,,,
186.0,0.5,186.0,0.5,1496,4,47,5,n698-1,54,54,2.0,2/4,,iio6,a,#vi,iio6,,ii,,,o
186.25,0.25,186.25,0.25,1498,2,85,1,n691-1,54,54,,,,,,,,,,,,
186.5,0.5,186.5,0.5,1500,4,56,5,n699-1,54,54,,,,,,,,,,,,
186.5,0.5,186.5,0.5,1500,4,59,5,n700-1,54,54,,,,,,,,,,,,
186.5,0.25,186.5,0.25,1500,2,83,1,n692-1,54,54,,,,,,,,,,,,
186.75,0.25,186.75,0.25,1502,2,81,1,n693-1,54,54,,,,,,,,,,,,
187.0,0.5,187.0,0.5,1504,4,59,5,n702-1,54,54,,,,,,,,,,,,
187.0,0.5,187.0,0.5,1504,4,56,5,n701-1,54,54,,,,,,,,,,,,
187.0,0.25,187.0,0.25,1504,2,80,1,n694-1,54,54,,,,,,,,,,,,
187.25,0.25,187.25,0.25,1506,2,81,1,n695-1,54,54,,,,,,,,,,,,
187.5,0.5,187.5,0.5,1508,4,56,5,n703-1,54,54,,,,,,,,,,,,
187.5,0.5,187.5,0.5,1508,4,59,5,n704-1,54,54,,,,,,,,,,,,
187.5,0.25,187.5,0.25,1508,2,83,1,n696-1,54,54,,,,,,,,,,,,
187.75,0.25,187.75,0.25,1510,2,80,1,n697-1,54,54,,,,,,,,,,,,
188.0,0.5,188.0,0.5,1512,4,49,5,n713-1,55,55,1.0,2/4,,V(64),a,#vi,V(64),,V,,,M
188.0,0.25,188.0,0.25,1512,2,81,1,n705-1,55,55,,,,,,,,,,,,
188.25,0.25,188.25,0.25,1514,2,83,1,n706-1,55,55,,,,,,,,,,,,
188.5,0.25,188.5,0.25,1516,2,85,1,n707-1,55,55,,,,,,,,,,,,
188.5,0.5,188.5,0.5,1516,4,57,5,n715-1,55,55,,,,,,,,,,,,
188.5,0.5,188.5,0.5,1516,4,54,5,n714-1,55,55,,,,,,,,,,,,
188.75,0.25,188.75,0.25,1518,2,81,1,n708-1,55,55,,,,,,,,,,,,
189.0,0.25,189.0,0.25,1520,2,77,1,n709-1,55,55,,,,,,,,,,,,
189.0,0.5,189.0,0.5,1520,4,49,5,n716-1,55,55,1.0,2/4,,V7,a,#vi,V7,,V,,,Mm7
189.25,0.25,189.25,0.25,1522,2,78,1,n710-1,55,55,,,,,,,,,,,,
189.5,0.5,189.5,0.5,1524,4,56,5,n717-1,55,55,,,,,,,,,,,,
189.5,0.5,189.5,0.5,1524,4,59,5,n718-1,55,55,,,,,,,,,,,,
189.5,0.25,189.5,0.25,1524,2,80,1,n711-1,55,55,,,,,,,,,,,,
189.75,0.25,189.75,0.25,1526,2,77,1,n712-1,55,55,,,,,,,,,,,,
190.0,1.0,190.0,1.0,1528,8,54,5,n720-1,56,56,1.0,2/4,,i|PAC},a,#vi,i,,i,PAC,},m
190.0,1.0,190.0,1.0,1528,8,57,5,n721-1,56,56,,,,,,,,,,,,
190.0,1.0,190.0,1.0,1528,8,78,1,n719-1,56,56,,,,,,,,,,,,
191.0,0.25,191.0,0.25,1536,2,76,1,n504-2,X4,40,1.0,2/4,,I.V{,a,I,V,,V,,{,M
191.25,0.25,191.25,0.25,1538,2,74,1,n505-2,X4,40,,,,,,,,,,,,
191.5,0.25,191.5,0.25,1540,2,73,1,n506-2,X4,40,,,,,,,,,,,,
191.75,0.25,191.75,0.25,1542,2,71,1,n507-2,X4,40,,,,,,,,,,,,
192.0,0.25,192.0,0.25,1544,2,69,1,n509-2,41,41,,,,,,,,,,,,
192.0,0.5,192.0,0.5,1544,4,57,5,n517-2,41,41,2.0,2/4,,I,a,I,I,,I,,,M
192.25,0.25,192.25,0.25,1546,2,71,1,n510-2,41,41,,,,,,,,,,,,
192.5,0.25,192.5,0.25,1548,2,73,1,n511-2,41,41,,,,,,,,,,,,
192.5,0.5,192.5,0.5,1548,4,64,5,n519-2,41,41,,,,,,,,,,,,
192.5,0.5,192.5,0.5,1548,4,61,5,n518-2,41,41,,,,,,,,,,,,
192.75,0.25,192.75,0.25,1550,2,74,1,n512-2,41,41,,,,,,,,,,,,
193.0,0.25,193.0,0.25,1552,2,76,1,n513-2,41,41,,,,,,,,,,,,
193.0,0.5,193.0,0.5,1552,4,61,5,n520-2,41,41,,,,,,,,,,,,
193.0,0.5,193.0,0.5,1552,4,64,5,n521-2,41,41,,,,,,,,,,,,
193.25,0.25,193.25,0.25,1554,2,78,1,n514-2,41,41,,,,,,,,,,,,
193.5,0.5,193.5,0.5,1556,4,64,5,n523-2,41,41,,,,,,,,,,,,
193.5,0.25,193.5,0.25,1556,2,80,1,n515-2,41,41,,,,,,,,,,,,
193.5,0.5,193.5,0.5,1556,4,61,5,n522-2,41,41,,,,,,,,,,,,
193.75,0.25,193.75,0.25,1558,2,81,1,n516-2,41,41,,,,,,,,,,,,
194.0,0.25,194.0,0.25,1560,2,81,1,n524-2,42,42,,,,,,,,,,,,
194.0,0.5,194.0,0.5,1560,4,59,5,n532-2,42,42,1.0,2/4,,V43,a,I,V43,,V,,,Mm7
194.25,0.25,194.25,0.25,1562,2,80,1,n525-2,42,42,,,,,,,,,,,,
194.5,0.25,194.5,0.25,1564,2,78,1,n526-2,42,42,,,,,,,,,,,,
194.5,0.5,194.5,0.5,1564,4,64,5,n534-2,42,42,,,,,,,,,,,,
194.5,0.5,194.5,0.5,1564,4,62,5,n533-2,42,42,,,,,,,,,,,,
194.75,0.25,194.75,0.25,1566,2,76,1,n527-2,42,42,,,,,,,,,,,,
195.0,0.5,195.0,0.5,1568,4,56,5,n535-2,42,42,1.0,2/4,,V65,a,I,V65,,V,,,Mm7
195.0,0.25,195.0,0.25,1568,2,76,1,n528-2,42,42,,,,,,,,,,,,
195.25,0.25,195.25,0.25,1570,2,74,1,n529-2,42,42,,,,,,,,,,,,
195.5,0.25,195.5,0.25,1572,2,73,1,n530-2,42,42,,,,,,,,,,,,
195.5,0.5,195.5,0.5,1572,4,62,5,n536-2,42,42,,,,,,,,,,,,
195.5,0.5,195.5,0.5,1572,4,64,5,n537-2,42,42,,,,,,,,,,,,
195.75,0.25,195.75,0.25,1574,2,71,1,n531-2,42,42,,,,,,,,,,,,
196.0,0.5,196.0,0.5,1576,4,57,5,n546-2,43,43,2.0,2/4,,I,a,I,I,,I,,,M
196.0,0.25,196.0,0.25,1576,2,69,1,n538-2,43,43,,,,,,,,,,,,
196.25,0.25,196.25,0.25,1578,2,71,1,n539-2,43,43,,,,,,,,,,,,
196.5,0.25,196.5,0.25,1580,2,73,1,n540-2,43,43,,,,,,,,,,,,
196.5,0.5,196.5,0.5,1580,4,61,5,n547-2,43,43,,,,,,,,,,,,
196.5,0.5,196.5,0.5,1580,4,64,5,n548-2,43,43,,,,,,,,,,,,
196.75,0.25,196.75,0.25,1582,2,74,1,n541-2,43,43,,,,,,,,,,,,
197.0,0.5,197.0,0.5,1584,4,64,5,n550-2,43,43,,,,,,,,,,,,
197.0,0.25,197.0,0.25,1584,2,76,1,n542-2,43,43,,,,,,,,,,,,
197.0,0.5,197.0,0.5,1584,4,61,5,n549-2,43,43,,,,,,,,,,,,
197.25,0.25,197.25,0.25,1586,2,78,1,n543-2,43,43,,,,,,,,,,,,
197.5,0.5,197.5,0.5,1588,4,61,5,n551-2,43,43,,,,,,,,,,,,
197.5,0.5,197.5,0.5,1588,4,64,5,n552-2,43,43,,,,,,,,,,,,
197.5,0.25,197.5,0.25,1588,2,80,1,n544-2,43,43,,,,,,,,,,,,
197.75,0.25,197.75,0.25,1590,2,81,1,n545-2,43,43,,,,,,,,,,,,
198.0,0.5,198.0,0.5,1592,4,52,5,n559-2,44,44,2.0,2/4,,V7|HC,a,I,V7,,V,HC,,Mm7
198.0,0.5,198.0,0.5,1592,4,82,1,n553-2,44,44,,,,,,,,,,,,
198.5,0.5,198.5,0.5,1596,4,56,5,n560-2,44,44,,,,,,,,,,,,
198.5,0.5,198.5,0.5,1596,4,62,5,n561-2,44,44,,,,,,,,,,,,
198.5,0.5,198.5,0.5,1596,4,83,1,n554-2,44,44,,,,,,,,,,,,
199.0,0.5,199.0,0.5,1600,4,56,5,n562-2,44,44,,,,,,,,,,,,
199.0,0.5,199.0,0.5,1600,4,62,5,n563-2,44,44,,,,,,,,,,,,
199.0,0.25,199.0,0.25,1600,2,76,1,n555-2,44,44,,,,,,,,,,,,
199.25,0.25,199.25,0.25,1602,2,74,1,n556-2,44,44,,,,,,,,,,,,
199.5,0.25,199.5,0.25,1604,2,73,1,n557-2,44,44,,,,,,,,,,,,
199.5,0.5,199.5,0.5,1604,4,62,5,n565-2,44,44,,,,,,,,,,,,
199.5,0.5,199.5,0.5,1604,4,56,5,n564-2,44,44,,,,,,,,,,,,
199.75,0.25,199.75,0.25,1606,2,71,1,n558-2,44,44,,,,,,,,,,,,
200.0,0.5,200.0,0.5,1608,4,57,5,n574-2,45,45,2.0,2/4,,I,a,I,I,,I,,,M
200.0,0.25,200.0,0.25,1608,2,69,1,n566-2,45,45,,,,,,,,,,,,
200.25,0.25,200.25,0.25,1610,2,71,1,n567-2,45,45,,,,,,,,,,,,
200.5,0.5,200.5,0.5,1612,4,61,5,n575-2,45,45,,,,,,,,,,,,
200.5,0.5,200.5,0.5,1612,4,64,5,n576-2,45,45,,,,,,,,,,,,
200.5,0.25,200.5,0.25,1612,2,73,1,n568-2,45,45,,,,,,,,,,,,
200.75,0.25,200.75,0.25,1614,2,74,1,n569-2,45,45,,,,,,,,,,,,
201.0,0.5,201.0,0.5,1616,4,61,5,n577-2,45,45,,,,,,,,,,,,
201.0,0.5,201.0,0.5,1616,4,64,5,n578-2,45,45,,,,,,,,,,,,
201.0,0.25,201.0,0.25,1616,2,76,1,n570-2,45,45,,,,,,,,,,,,
201.25,0.25,201.25,0.25,1618,2,78,1,n571-2,45,45,,,,,,,,,,,,
201.5,0.5,201.5,0.5,1620,4,61,5,n579-2,45,45,,,,,,,,,,,,
201.5,0.5,201.5,0.5,1620,4,64,5,n580-2,45,45,,,,,,,,,,,,
201.5,0.25,201.5,0.25,1620,2,80,1,n572-2,45,45,,,,,,,,,,,,
201.75,0.25,201.75,0.25,1622,2,81,1,n573-2,45,45,,,,,,,,,,,,
202.0,0.5,202.0,0.5,1624,4,59,5,n589-2,46,46,1.0,2/4,,V43,a,I,V43,,V,,,Mm7
202.0,0.25,202.0,0.25,1624,2,81,1,n581-2,46,46,,,,,,,,,,,,
202.25,0.25,202.25,0.25,1626,2,80,1,n582-2,46,46,,,,,,,,,,,,
202.5,0.25,202.5,0.25,1628,2,78,1,n583-2,46,46,,,,,,,,,,,,
202.5,0.5,202.5,0.5,1628,4,62,5,n590-2,46,46,,,,,,,,,,,,
202.5,0.5,202.5,0.5,1628,4,64,5,n591-2,46,46,,,,,,,,,,,,
202.75,0.25,202.75,0.25,1630,2,76,1,n584-2,46,46,,,,,,,,,,,,
203.0,0.5,203.0,0.5,1632,4,56,5,n592-2,46,46,1.0,2/4,,V65,a,I,V65,,V,,,Mm7
203.0,0.25,203.0,0.25,1632,2,76,1,n585-2,46,46,,,,,,,,,,,,
203.25,0.25,203.25,0.25,1634,2,74,1,n586-2,46,46,,,,,,,,,,,,
203.5,0.25,203.5,0.25,1636,2,73,1,n587-2,46,46,,,,,,,,,,,,
203.5,0.5,203.5,0.5,1636,4,64,5,n594-2,46,46,,,,,,,,,,,,
203.5,0.5,203.5,0.5,1636,4,62,5,n593-2,46,46,,,,,,,,,,,,
203.75,0.25,203.75,0.25,1638,2,71,1,n588-2,46,46,,,,,,,,,,,,
204.0,0.25,204.0,0.25,1640,2,73,1,n595-2,47,47,,,,,,,,,,,,
204.0,0.5,204.0,0.5,1640,4,57,5,n603-2,47,47,0.5,2/4,,I,a,I,I,,I,,,M
204.25,0.25,204.25,0.25,1642,2,76,1,n596-2,47,47,,,,,,,,,,,,
204.5,0.25,204.5,0.25,1644,2,69,1,n597-2,47,47,,,,,,,,,,,,
204.5,0.5,204.5,0.5,1644,4,54,5,n604-2,47,47,0.5,2/4,,vi,a,I,vi,,vi,,,m
204.75,0.25,204.75,0.25,1646,2,73,1,n598-2,47,47,,,,,,,,,,,,
205.0,0.5,205.0,0.5,1648,4,50,5,n605-2,47,47,0.5,2/4,,ii6,a,I,ii6,,ii,,,m
205.0,0.25,205.0,0.25,1648,2,71,1,n599-2,47,47,,,,,,,,,,,,
205.25,0.25,205.25,0.25,1650,2,74,1,n600-2,47,47,,,,,,,,,,,,
205.5,0.5,205.5,0.5,1652,4,52,5,n606-2,47,47,0.5,2/4,,V,a,I,V,,V,,,M
205.5,0.25,205.5,0.25,1652,2,68,1,n601-2,47,47,,,,,,,,,,,,
205.75,0.25,205.75,0.25,1654,2,71,1,n602-2,47,47,,,,,,,,,,,,
206.0,0.5,206.0,0.5,1656,4,45,5,n612-2,48,48,1.0,2/4,,I|PAC},a,I,I,,I,PAC,},M
206.0,1.0,206.0,1.0,1656,8,69,1,n607-2,48,48,,,,,,,,,,,,
206.5,0.5,206.5,0.5,1660,4,57,5,n613-2,48,48,,,,,,,,,,,,
207.0,0.25,207.0,0.25,1664,2,85,1,n608-2,48,48,1.0,2/4,,#vi.V{,a,#vi,V,,V,,{,M
207.25,0.25,207.25,0.25,1666,2,86,1,n609-2,48,48,,,,,,,,,,,,
207.5,0.25,207.5,0.25,1668,2,85,1,n610-2,48,48,,,,,,,,,,,,
207.75,0.25,207.75,0.25,1670,2,83,1,n611-2,48,48,,,,,,,,,,,,
208.0,0.25,208.0,0.25,1672,2,81,1,n615-2,49,49,,,,,,,,,,,,
208.0,0.5,208.0,0.5,1672,4,54,5,n623-2,49,49,2.0,2/4,,i,a,#vi,i,,i,,,m
208.25,0.25,208.25,0.25,1674,2,83,1,n616-2,49,49,,,,,,,,,,,,
208.5,0.5,208.5,0.5,1676,4,61,5,n625-2,49,49,,,,,,,,,,,,
208.5,0.5,208.5,0.5,1676,4,57,5,n624-2,49,49,,,,,,,,,,,,
208.5,0.25,208.5,0.25,1676,2,81,1,n617-2,49,49,,,,,,,,,,,,
208.75,0.25,208.75,0.25,1678,2,80,1,n618-2,49,49,,,,,,,,,,,,
209.0,0.25,209.0,0.25,1680,2,78,1,n619-2,49,49,,,,,,,,,,,,
209.0,0.5,209.0,0.5,1680,4,57,5,n626-2,49,49,,,,,,,,,,,,
209.0,0.5,209.0,0.5,1680,4,61,5,n627-2,49,49,,,,,,,,,,,,
209.25,0.25,209.25,0.25,1682,2,81,1,n620-2,49,49,,,,,,,,,,,,
209.5,0.5,209.5,0.5,1684,4,61,5,n629-2,49,49,,,,,,,,,,,,
209.5,0.5,209.5,0.5,1684,4,57,5,n628-2,49,49,,,,,,,,,,,,
209.5,0.25,209.5,0.25,1684,2,80,1,n621-2,49,49,,,,,,,,,,,,
209.75,0.25,209.75,0.25,1686,2,78,1,n622-2,49,49,,,,,,,,,,,,
210.0,0.5,210.0,0.5,1688,4,56,5,n638-2,50,50,2.0,2/4,,V43,a,#vi,V43,,V,,,Mm7
210.0,0.25,210.0,0.25,1688,2,77,1,n630-2,50,50,,,,,,,,,,,,
210.25,0.25,210.25,0.25,1690,2,78,1,n631-2,50,50,,,,,,,,,,,,
210.5,0.5,210.5,0.5,1692,4,61,5,n640-2,50,50,,,,,,,,,,,,
210.5,0.5,210.5,0.5,1692,4,59,5,n639-2,50,50,,,,,,,,,,,,
210.5,0.25,210.5,0.25,1692,2,80,1,n632-2,50,50,,,,,,,,,,,,
210.75,0.25,210.75,0.25,1694,2,77,1,n633-2,50,50,,,,,,,,,,,,
211.0,0.5,211.0,0.5,1696,4,59,5,n641-2,50,50,,,,,,,,,,,,
211.0,0.25,211.0,0.25,1696,2,73,1,n634-2,50,50,,,,,,,,,,,,
211.0,0.5,211.0,0.5,1696,4,61,5,n642-2,50,50,,,,,,,,,,,,
211.25,0.25,211.25,0.25,1698,2,75,1,n635-2,50,50,,,,,,,,,,,,
211.5,0.5,211.5,0.5,1700,4,59,5,n643-2,50,50,,,,,,,,,,,,
211.5,0.5,211.5,0.5,1700,4,61,5,n644-2,50,50,,,,,,,,,,,,
211.5,0.25,211.5,0.25,1700,2,77,1,n636-2,50,50,,,,,,,,,,,,
211.75,0.25,211.75,0.25,1702,2,73,1,n637-2,50,50,,,,,,,,,,,,
212.0,0.25,212.0,0.25,1704,2,78,1,n645-2,51,51,,,,,,,,,,,,
212.0,0.5,212.0,0.5,1704,4,54,5,n653-2,51,51,2.0,2/4,,i,a,#vi,i,,i,,,m
212.25,0.25,212.25,0.25,1706,2,77,1,n646-2,51,51,,,,,,,,,,,,
212.5,0.5,212.5,0.5,1708,4,57,5,n654-2,51,51,,,,,,,,,,,,
212.5,0.25,212.5,0.25,1708,2,78,1,n647-2,51,51,,,,,,,,,,,,
212.5,0.5,212.5,0.5,1708,4,61,5,n655-2,51,51,,,,,,,,,,,,
212.75,0.25,212.75,0.25,1710,2,80,1,n648-2,51,51,,,,,,,,,,,,
213.0,0.5,213.0,0.5,1712,4,61,5,n657-2,51,51,,,,,,,,,,,,
213.0,0.25,213.0,0.25,1712,2,81,1,n649-2,51,51,,,,,,,,,,,,
213.0,0.5,213.0,0.5,1712,4,57,5,n656-2,51,51,,,,,,,,,,,,
213.25,0.25,213.25,0.25,1714,2,80,1,n650-2,51,51,,,,,,,,,,,,
213.5,0.25,213.5,0.25,1716,2,81,1,n651-2,51,51,,,,,,,,,,,,
213.5,0.5,213.5,0.5,1716,4,61,5,n659-2,51,51,,,,,,,,,,,,
213.5,0.5,213.5,0.5,1716,4,57,5,n658-2,51,51,,,,,,,,,,,,
213.75,0.25,213.75,0.25,1718,2,83,1,n652-2,51,51,,,,,,,,,,,,
214.0,0.5,214.0,0.5,1720,4,49,5,n668-2,52,52,1.0,2/4,,V,a,#vi,V,,V,,,M
214.0,0.25,214.0,0.25,1720,2,85,1,n660-2,52,52,,,,,,,,,,,,
214.25,0.25,214.25,0.25,1722,2,84,1,n661-2,52,52,,,,,,,,,,,,
214.5,0.5,214.5,0.5,1724,4,61,5,n670-2,52,52,,,,,,,,,,,,
214.5,0.25,214.5,0.25,1724,2,85,1,n662-2,52,52,,,,,,,,,,,,
214.5,0.5,214.5,0.5,1724,4,56,5,n669-2,52,52,,,,,,,,,,,,
214.75,0.25,214.75,0.25,1726,2,84,1,n663-2,52,52,,,,,,,,,,,,
215.0,0.5,215.0,0.5,1728,4,55,5,n671-2,52,52,0.5,2/4,,iio64/iv,a,#vi,iio64/iv,,ii,,,o
215.0,0.5,215.0,0.5,1728,4,61,5,n672-2,52,52,,,,,,,,,,,,
215.0,0.25,215.0,0.25,1728,2,85,1,n664-2,52,52,,,,,,,,,,,,
215.25,0.25,215.25,0.25,1730,2,84,1,n665-2,52,52,,,,,,,,,,,,
215.5,0.25,215.5,0.25,1732,2,85,1,n666-2,52,52,,,,,,,,,,,,
215.5,0.5,215.5,0.5,1732,4,54,5,n673-2,52,52,0.5,2/4,,V/iv,a,#vi,V/iv,,V,,,M
215.5,0.5,215.5,0.5,1732,4,61,5,n674-2,52,52,,,,,,,,,,,,
215.75,0.25,215.75,0.25,1734,2,82,1,n667-2,52,52,,,,,,,,,,,,
216.0,0.25,216.0,0.25,1736,2,86,1,n675-2,53,53,,,,,,,,,,,,
216.0,0.5,216.0,0.5,1736,4,47,5,n683-2,53,53,2.0,2/4,,iv,a,#vi,iv,,iv,,,m
216.25,0.25,216.25,0.25,1738,2,85,1,n676-2,53,53,,,,,,,,,,,,
216.5,0.5,216.5,0.5,1740,4,59,5,n685-2,53,53,,,,,,,,,,,,
216.5,0.5,216.5,0.5,1740,4,54,5,n684-2,53,53,,,,,,,,,,,,
216.5,0.25,216.5,0.25,1740,2,86,1,n677-2,53,53,,,,,,,,,,,,
216.75,0.25,216.75,0.25,1742,2,85,1,n678-2,53,53,,,,,,,,,,,,
217.0,0.5,217.0,0.5,1744,4,59,5,n687-2,53,53,,,,,,,,,,,,
217.0,0.5,217.0,0.5,1744,4,54,5,n686-2,53,53,,,,,,,,,,,,
217.0,0.25,217.0,0.25,1744,2,86,1,n679-2,53,53,,,,,,,,,,,,
217.25,0.25,217.25,0.25,1746,2,85,1,n680-2,53,53,,,,,,,,,,,,
217.5,0.5,217.5,0.5,1748,4,54,5,n688-2,53,53,,,,,,,,,,,,
217.5,0.25,217.5,0.25,1748,2,86,1,n681-2,53,53,,,,,,,,,,,,
217.5,0.5,217.5,0.5,1748,4,59,5,n689-2,53,53,,,,,,,,,,,,
217.75,0.25,217.75,0.25,1750,2,85,1,n682-2,53,53,,,,,,,,,,,,
218.0,0.5,218.0,0.5,1752,4,47,5,n698-2,54,54,2.0,2/4,,iio6,a,#vi,iio6,,ii,,,o
218.0,0.25,218.0,0.25,1752,2,86,1,n690-2,54,54,,,,,,,,,,,,
218.25,0.25,218.25,0.25,1754,2,85,1,n691-2,54,54,,,,,,,,,,,,
218.5,0.5,218.5,0.5,1756,4,56,5,n699-2,54,54,,,,,,,,,,,,
218.5,0.5,218.5,0.5,1756,4,59,5,n700-2,54,54,,,,,,,,,,,,
218.5,0.25,218.5,0.25,1756,2,83,1,n692-2,54,54,,,,,,,,,,,,
218.75,0.25,218.75,0.25,1758,2,81,1,n693-2,54,54,,,,,,,,,,,,
219.0,0.5,219.0,0.5,1760,4,56,5,n701-2,54,54,,,,,,,,,,,,
219.0,0.5,219.0,0.5,1760,4,59,5,n702-2,54,54,,,,,,,,,,,,
219.0,0.25,219.0,0.25,1760,2,80,1,n694-2,54,54,,,,,,,,,,,,
219.25,0.25,219.25,0.25,1762,2,81,1,n695-2,54,54,,,,,,,,,,,,
219.5,0.5,219.5,0.5,1764,4,59,5,n704-2,54,54,,,,,,,,,,,,
219.5,0.5,219.5,0.5,1764,4,56,5,n703-2,54,54,,,,,,,,,,,,
219.5,0.25,219.5,0.25,1764,2,83,1,n696-2,54,54,,,,,,,,,,,,
219.75,0.25,219.75,0.25,1766,2,80,1,n697-2,54,54,,,,,,,,,,,,
220.0,0.5,220.0,0.5,1768,4,49,5,n713-2,55,55,1.0,2/4,,V(64),a,#vi,V(64),,V,,,M
220.0,0.25,220.0,0.25,1768,2,81,1,n705-2,55,55,,,,,,,,,,,,
220.25,0.25,220.25,0.25,1770,2,83,1,n706-2,55,55,,,,,,,,,,,,
220.5,0.25,220.5,0.25,1772,2,85,1,n707-2,55,55,,,,,,,,,,,,
220.5,0.5,220.5,0.5,1772,4,57,5,n715-2,55,55,,,,,,,,,,,,
220.5,0.5,220.5,0.5,1772,4,54,5,n714-2,55,55,,,,,,,,,,,,
220.75,0.25,220.75,0.25,1774,2,81,1,n708-2,55,55,,,,,,,,,,,,
221.0,0.5,221.0,0.5,1776,4,49,5,n716-2,55,55,1.0,2/4,,V7,a,#vi,V7,,V,,,Mm7
221.0,0.25,221.0,0.25,1776,2,77,1,n709-2,55,55,,,,,,,,,,,,
221.25,0.25,221.25,0.25,1778,2,78,1,n710-2,55,55,,,,,,,,,,,,
221.5,0.5,221.5,0.5,1780,4,59,5,n718-2,55,55,,,,,,,,,,,,
221.5,0.25,221.5,0.25,1780,2,80,1,n711-2,55,55,,,,,,,,,,,,
221.5,0.5,221.5,0.5,1780,4,56,5,n717-2,55,55,,,,,,,,,,,,
221.75,0.25,221.75,0.25,1782,2,77,1,n712-2,55,55,,,,,,,,,,,,
